city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,source,log_harga
Tangerang,524,727,6,5,3,2006,SHM,Baru,-6.2462575202130575,106.83665265347014,4779023311.0,kaggle,22.287502034538488
Depok,54,60,1,1,3,1992,SHM,Butuh Renovasi,-6.146594246020287,106.90284027195858,279632537.0,kaggle,19.44898693494363
Jakarta Pusat,232,280,3,2,1,1986,Girik,Bagus,-6.116347661271798,106.71534180062118,3169960769.0,kaggle,21.876985049364702
Jakarta Selatan,485,510,4,3,3,1987,SHM,Baru,-6.213625880546969,106.82116762401498,6460767493.0,kaggle,22.589013954804656
Depok,594,754,4,3,1,2002,SHM,Bagus,-6.257871462518463,106.93888593352534,4485824907.0,kaggle,22.224188241520334
Depok,487,662,7,7,2,2005,SHM,Baru,-6.448771202181272,106.84170730271268,3895652313.0,kaggle,22.083126976957967
Bekasi,324,402,2,1,3,2023,SHM,Sedang,-6.435993125741348,106.90486369050151,2268347320.0,kaggle,21.542317350857942
Jakarta Timur,176,177,3,3,1,2006,HGB,Bagus,-6.379702074382109,106.91864042559496,1652351016.0,kaggle,21.225464969498727
Bekasi,119,250,1,1,3,1988,SHM,Bagus,-6.3848970488504015,106.76111012519772,1225534386.0,kaggle,20.926642820106302
Jakarta Selatan,426,701,2,2,0,2017,HGB,Sedang,-6.360834421680054,106.96022379934162,6712248600.0,kaggle,22.627199843715047
Jakarta Selatan,250,366,4,4,1,1992,SHM,Bagus,-6.343272876805819,106.82714317789096,4108989725.0,kaggle,22.136443026479505
Jakarta Utara,561,724,2,2,0,1986,SHM,Sedang,-6.323977077257245,106.7472592331589,5688172501.0,kaggle,22.461654856343323
Bekasi,250,537,2,1,3,1990,SHM,Bagus,-6.3028118084758935,106.9569330821723,2612166454.0,kaggle,21.68344577335921
Bogor,438,465,5,5,3,1989,HGB,Bagus,-6.415396781540395,106.813702017954,3397332406.0,kaggle,21.946256374443237
Jakarta Timur,163,163,2,1,2,2012,SHM,Bagus,-6.435173323816526,106.9200999802815,1751099381.0,kaggle,21.283509645921047
Jakarta Selatan,512,699,6,5,1,2018,SHM,Baru,-6.214119442824441,106.85537058311093,7714061821.0,kaggle,22.76631071096012
Jakarta Utara,439,494,2,2,0,1982,SHM,Baru,-6.261932811304923,106.80219896071505,4159061217.0,kaggle,22.14855521700256
Bekasi,64,98,6,6,2,2020,HGB,Baru,-6.294549529222958,106.93916045281236,976687663.0,kaggle,20.699677470052286
Jakarta Timur,373,484,3,2,3,2008,HGB,Sedang,-6.227946020591077,106.86703037812627,4145999622.0,kaggle,22.145409760028976
Bekasi,396,681,2,1,3,2016,HGB,Sedang,-6.160312207478761,106.80497987277666,3467973401.0,kaggle,21.96683622628512
Depok,427,462,1,1,2,1995,SHM,Baru,-6.3003074818093285,106.71507131850724,3303080332.0,kaggle,21.918121304282437
Jakarta Utara,253,469,6,5,0,1995,SHM,Bagus,-6.225608187231807,106.96654250040535,3044536285.0,kaggle,21.83661443948351
Jakarta Timur,237,316,6,5,3,2023,SHM,Butuh Renovasi,-6.116249721657694,106.69135026730936,2749513320.0,kaggle,21.734689758781293
Jakarta Pusat,52,134,4,3,3,2022,SHM,Baru,-6.156131426448454,106.95621995147778,1430540701.0,kaggle,21.081318323038126
Jakarta Pusat,357,421,3,3,1,1986,HGB,Bagus,-6.300899716324157,106.7951876879626,4922422358.0,kaggle,22.31706659567668
Jakarta Timur,553,680,2,1,2,1994,HGB,Bagus,-6.22434910676484,106.88458840432044,5787804564.0,kaggle,22.47901887959617
Bekasi,360,381,7,6,3,2017,HGB,Sedang,-6.388025177329421,106.9751039116274,2968204053.0,kaggle,21.811222911235987
Jakarta Utara,447,662,1,1,0,1985,SHM,Bagus,-6.253817235286719,106.72854611696124,4795607601.0,kaggle,22.29096625299962
Jakarta Pusat,353,459,4,4,1,1997,HGB,Butuh Renovasi,-6.106535098101545,106.86142415220442,5003002341.0,kaggle,22.333304037571498
Jakarta Utara,117,225,3,3,2,1998,HGB,Bagus,-6.268589709679117,106.92461851595846,1623173415.0,kaggle,21.207648968815892
Jakarta Pusat,509,689,6,5,0,1981,SHM,Bagus,-6.125326595283449,106.9224268264701,7087279337.0,kaggle,22.681567371547356
Depok,503,666,1,1,3,1982,SHM,Bagus,-6.307432777823859,106.84820221267184,4087734795.0,kaggle,22.131256813966512
Bekasi,460,527,2,2,2,2004,SHM,Bagus,-6.100404310485379,106.87991662717008,3385142290.0,kaggle,21.94266177817311
Depok,239,530,7,6,2,2015,SHM,Baru,-6.247272987670355,106.9224086381225,2529413430.0,kaggle,21.65125326735098
Jakarta Pusat,422,601,5,4,0,2007,HGB,Butuh Renovasi,-6.435205852017423,106.94912884408237,6122364543.0,kaggle,22.53521422225022
Depok,133,313,5,4,2,2017,SHM,Baru,-6.244635821158014,106.92378019100028,1664231964.0,kaggle,21.232629571673137
Jakarta Pusat,380,548,3,2,0,2007,SHM,Sedang,-6.353899556512141,106.793281581818,5506703240.0,kaggle,22.429231958177162
Jakarta Timur,243,264,7,7,3,2011,SHM,Bagus,-6.438631537287437,106.99895244833849,2948417795.0,kaggle,21.80453452307723
Depok,549,614,1,1,1,2020,SHM,Bagus,-6.162701343356868,106.81904086199016,3875028742.0,kaggle,22.077818917272598
Jakarta Barat,201,221,4,4,0,2015,SHM,Baru,-6.353494627056736,106.68782870488286,2246126465.0,kaggle,21.532472998890295
Bekasi,57,156,1,1,1,2018,Girik,Bagus,-6.1712080060837256,106.79603742450736,560907076.0,kaggle,20.14506581162129
Jakarta Selatan,189,488,7,7,2,2015,SHM,Sedang,-6.349123845965447,106.72089054546365,4082257760.0,kaggle,22.129916045102338
Bogor,474,576,6,5,0,2022,HGB,Sedang,-6.381985776144179,106.71886163703309,3371602555.0,kaggle,21.93865400418436
Depok,330,376,5,4,3,2002,HGB,Sedang,-6.10912254906345,106.77009121283422,2582512501.0,kaggle,21.672028599991847
Tangerang,254,292,3,2,0,1981,SHM,Bagus,-6.323424135285743,106.69708015813671,2217517708.0,kaggle,21.519654258136413
Bekasi,530,814,2,2,0,1989,HGB,Baru,-6.239518325994894,106.90032390029106,4336971973.0,kaggle,22.190442239708204
Jakarta Barat,265,354,1,1,0,1985,SHM,Butuh Renovasi,-6.236506477514935,106.7036764429446,3180884891.0,kaggle,21.880425262953686
Jakarta Barat,55,139,5,5,1,1987,HGB,Butuh Renovasi,-6.253834281239274,106.7450526577395,1278207629.0,kaggle,20.96872464449451
Jakarta Pusat,588,860,4,3,1,1994,HGB,Bagus,-6.129856489767574,106.70972790863811,8508161578.0,kaggle,22.86429172552391
Jakarta Pusat,183,370,3,3,2,2008,SHM,Baru,-6.213945625021596,106.70021367388898,3243856656.0,kaggle,21.900028785108624
Bogor,143,301,2,1,2,2007,SHM,Sedang,-6.308693448563274,106.76568053297264,1356925636.0,kaggle,21.028487416739743
Jakarta Timur,438,680,1,1,2,2001,HGB,Sedang,-6.148166865416504,106.86300766965132,5167986111.0,kaggle,22.3657489161166
Tangerang,518,590,4,3,2,2013,SHM,Bagus,-6.386627985309413,106.988699378063,4216868668.0,kaggle,22.162358667996088
Jakarta Selatan,402,450,2,2,0,1999,SHM,Bagus,-6.259517134836353,106.96017812939188,5503234139.0,kaggle,22.42860178182016
Bogor,449,549,6,5,1,2012,HGB,Sedang,-6.1173073698196845,106.9602988561425,3271670321.0,kaggle,21.908566493275586
Jakarta Utara,344,345,5,5,1,1994,HGB,Baru,-6.231110829541856,106.73634145153206,3174838990.0,kaggle,21.87852275650913
Jakarta Selatan,169,412,6,5,1,1986,SHM,Bagus,-6.164061042333793,106.76477030191931,3555338189.0,kaggle,21.991716026478656
Depok,318,493,5,4,1,2003,SHM,Baru,-6.221253746059182,106.70444586137452,2925668966.0,kaggle,21.796788998147516
Bekasi,108,345,4,3,2,2005,SHM,Baru,-6.156220197761738,106.92910986877284,1533528436.0,kaggle,21.150837085200575
Jakarta Utara,516,574,6,6,0,1989,SHM,Butuh Renovasi,-6.1194292420541645,106.7023412164754,5204792459.0,kaggle,22.37284566501954
Jakarta Utara,387,485,5,5,1,1994,SHM,Bagus,-6.354477395363542,106.85814261466268,3929200011.0,kaggle,22.091701682819046
Bogor,595,596,3,2,3,2016,HGB,Sedang,-6.390618621560148,106.75932018314369,4131494700.0,kaggle,22.14190509151967
Jakarta Timur,361,603,4,4,0,2003,SHM,Bagus,-6.280603237383611,106.7579026028892,4549507806.0,kaggle,22.238284889772295
Bogor,478,774,5,5,3,1990,SHM,Sedang,-6.204348150611525,106.99703201767925,4126102267.0,kaggle,22.140599037521937
Depok,135,345,1,1,0,2019,HGB,Bagus,-6.370483061386224,106.92216953823312,1452345284.0,kaggle,21.096445524665953
Jakarta Timur,94,216,5,4,0,2000,SHM,Baru,-6.448564492349441,106.94782059465314,1700574106.0,kaggle,21.254231740997394
Depok,543,771,6,6,0,2019,SHM,Sedang,-6.329972709457153,106.86303445931009,4306819781.0,kaggle,22.183465599096735
Jakarta Timur,293,374,3,2,3,2017,HGB,Baru,-6.110899232586274,106.958724571966,3350020820.0,kaggle,21.932232397987953
Jakarta Barat,448,591,2,1,1,1994,HGB,Bagus,-6.206761388787953,106.88655697253324,5144567513.0,kaggle,22.36120714322401
Jakarta Utara,487,626,2,2,1,1994,HGB,Bagus,-6.309536094620571,106.98277558553482,5005186257.0,kaggle,22.333740463406773
Tangerang,100,128,5,5,3,2016,HGB,Baru,-6.382598365928606,106.7700283475346,986144507.0,kaggle,20.709313461665793
Bekasi,189,458,2,1,1,1993,SHM,Baru,-6.325368614185838,106.87050225465052,2045403708.0,kaggle,21.438861019671787
Depok,301,547,5,5,2,2022,HGB,Sedang,-6.390556198344563,106.9008420313398,2856834698.0,kaggle,21.772980100278282
Jakarta Selatan,114,125,3,3,1,2000,SHM,Bagus,-6.412792962540467,106.8057399376089,1368990094.0,kaggle,21.03733914801837
Jakarta Timur,350,455,2,1,2,2023,SHM,Bagus,-6.132640169599606,106.9615065543693,3621592911.0,kaggle,22.010179796938093
Bekasi,595,626,6,5,2,1999,SHM,Bagus,-6.100822381568584,106.99353701219331,4620188725.0,kaggle,22.253701390989278
Jakarta Selatan,283,356,6,5,2,2012,SHM,Bagus,-6.392559946141473,106.83800623723926,4172712837.0,kaggle,22.151832221905725
Bekasi,449,619,1,1,3,1982,SHM,Sedang,-6.430917104392602,106.8050050095374,3711669579.0,kaggle,22.034747633899762
Tangerang,60,128,5,5,1,2019,SHM,Sedang,-6.334594112498825,106.83102013713808,1046747621.0,kaggle,20.7689536910673
Jakarta Selatan,319,455,2,2,1,2002,SHM,Baru,-6.288419286733505,106.95287575863422,4802536113.0,kaggle,22.29240997241213
Bogor,484,583,6,5,3,2023,SHM,Bagus,-6.378312563523451,106.88654989616582,3554935330.0,kaggle,21.991602709037565
Jakarta Pusat,336,481,7,6,3,2002,HGB,Bagus,-6.344501280870505,106.6943271592058,5251285187.0,kaggle,22.381738681306157
Bogor,103,111,3,2,1,2006,HGB,Bagus,-6.37969524250792,106.85349437134263,877733448.0,kaggle,20.5928535166687
Jakarta Pusat,42,103,3,2,3,2014,SHM,Bagus,-6.179008801048642,106.68553603927712,1004050190.0,kaggle,20.727307848002294
Bogor,172,356,7,7,3,2004,SHM,Bagus,-6.200597719863459,106.92913131872108,1773258957.0,kaggle,21.296084909774862
Jakarta Pusat,199,227,7,7,2,2011,SHM,Baru,-6.227766969483656,106.7850599275336,2866132647.0,kaggle,21.776229448603054
Jakarta Pusat,118,231,1,1,3,2001,SHM,Bagus,-6.314473750022279,106.83104239427756,1896791735.0,kaggle,21.363429735894506
Jakarta Utara,455,597,3,2,2,1987,HGB,Baru,-6.131835670540017,106.93557699389044,4874869525.0,kaggle,22.307359177140626
Jakarta Timur,108,227,3,3,0,2017,SHM,Baru,-6.110663610462742,106.69486362153144,1775605390.0,kaggle,21.297407267076338
Jakarta Timur,272,441,2,2,2,1997,SHM,Butuh Renovasi,-6.389226240581106,106.73073329138931,3401302814.0,kaggle,21.947424376055835
Jakarta Utara,81,237,5,5,2,2007,SHM,Bagus,-6.371945575505843,106.80734732046244,1536838431.0,kaggle,21.152993176914364
Bekasi,297,556,4,4,3,2007,HGB,Bagus,-6.266029140199871,106.75357605233458,2831474336.0,kaggle,21.7640633800831
Jakarta Barat,211,292,3,2,1,1990,SHM,Bagus,-6.418062300751214,106.78812845624805,2607662427.0,kaggle,21.68172003551655
Bekasi,201,442,3,3,0,1991,HGB,Sedang,-6.29724306041191,106.9994159161256,1986438597.0,kaggle,21.409609223101146
Jakarta Selatan,405,576,4,4,0,1981,SHM,Bagus,-6.246373057327801,106.94413262002362,6016495719.0,kaggle,22.51777082046519
Jakarta Selatan,89,319,3,3,0,2016,HGB,Bagus,-6.267274250101933,106.96284858078724,2114179810.0,kaggle,21.47193277801476
Jakarta Pusat,454,661,2,1,1,1983,HGB,Bagus,-6.334181995922691,106.97985748274104,6582046126.0,kaggle,22.607611495495266
Bogor,542,616,2,1,0,2020,SHM,Sedang,-6.2601439678729776,106.78909948170056,3775136238.0,kaggle,22.051702308797502
Bogor,376,645,4,4,0,2013,HGB,Sedang,-6.114419666009403,106.77506462649488,3270028345.0,kaggle,21.908064490319532
Jakarta Timur,162,275,6,6,1,2002,HGB,Bagus,-6.377893908498018,106.75489999762308,2300517841.0,kaggle,21.556400083235005
Depok,444,505,3,2,0,1992,HGB,Sedang,-6.220809024562098,106.9456374116186,3357445521.0,kaggle,21.93444626046681
Bekasi,402,503,6,5,3,1986,HGB,Sedang,-6.434811157045382,106.89745659593126,3174176695.0,kaggle,21.878314127318387
Tangerang,306,515,3,3,3,2011,SHM,Butuh Renovasi,-6.426754258431498,106.75557503439452,2781948490.0,kaggle,21.746417415179202
Bogor,414,668,5,4,2,2002,SHM,Butuh Renovasi,-6.256860121521745,106.80063802534735,3501258428.0,kaggle,21.976388291961612
Tangerang,108,127,3,3,2,1987,Girik,Bagus,-6.413271286885218,106.8421477644585,1198334684.0,kaggle,20.90419866740617
Jakarta Pusat,283,340,2,1,2,2016,SHM,Sedang,-6.4421786240506,106.8490048183276,3789215269.0,kaggle,22.055424781831913
Tangerang,78,189,1,1,3,2013,Girik,Bagus,-6.389970450823192,106.96439287313656,968841317.0,kaggle,20.69161139793122
Jakarta Utara,412,607,7,7,3,2008,SHM,Bagus,-6.252302790150149,106.80178116254312,4735399411.0,kaggle,22.27833191314203
Tangerang,76,167,1,1,3,2016,SHM,Baru,-6.203830665918374,106.97072768976015,629106749.0,kaggle,20.25981151409643
Jakarta Barat,205,256,1,1,2,2002,HGB,Baru,-6.379132502550517,106.82123761930234,2343863662.0,kaggle,21.575066542720425
Jakarta Pusat,247,539,1,1,2,2017,HGB,Baru,-6.216109196977139,106.91883925593356,4211172195.0,kaggle,22.161006877239803
Bekasi,528,535,7,6,2,2008,SHM,Butuh Renovasi,-6.38613328411527,106.97768138239522,4081412064.0,kaggle,22.12970885984839
Jakarta Utara,74,373,6,5,2,2023,SHM,Baru,-6.23528990067906,106.97042422526825,1918299406.0,kaggle,21.374704904978646
Bogor,404,501,7,7,2,1984,HGB,Baru,-6.305814112036471,106.69822491753465,3132010619.0,kaggle,21.864941005873817
Jakarta Selatan,186,421,6,6,2,2019,Girik,Bagus,-6.221170171733234,106.74582537439252,3666978144.0,kaggle,22.022633766105105
Bekasi,146,214,7,7,3,1990,HGB,Bagus,-6.101731536632263,106.83260973617033,1529447053.0,kaggle,21.148172104414712
Jakarta Selatan,515,559,7,6,1,1993,SHM,Butuh Renovasi,-6.121764062168603,106.818097372785,6849567748.0,kaggle,22.647451384893742
Jakarta Pusat,471,607,3,3,1,2021,SHM,Sedang,-6.448501384757364,106.8850853327479,6596452284.0,kaggle,22.609797808880607
Jakarta Utara,82,315,6,6,2,1981,HGB,Bagus,-6.140096432473193,106.98230689626412,1701914407.0,kaggle,21.255019576761374
Jakarta Timur,401,432,3,3,1,2014,SHM,Butuh Renovasi,-6.426728221688832,106.71596950760896,3996937163.0,kaggle,22.108794195761433
Bogor,104,392,5,5,1,2014,SHM,Baru,-6.116433694844054,106.82459477284296,1551859818.0,kaggle,21.16271993181881
Jakarta Barat,334,459,3,2,3,2021,SHM,Butuh Renovasi,-6.351361012315111,106.74157153212388,3791767051.0,kaggle,22.056097988017598
Jakarta Timur,331,397,1,1,2,2007,SHM,Baru,-6.316287809356055,106.96611443148734,3370988036.0,kaggle,21.938471724393462
Jakarta Pusat,238,267,4,3,2,1987,SHM,Sedang,-6.417926628188496,106.98866565945652,3556623952.0,kaggle,21.992077604054057
Bekasi,96,209,4,3,1,2011,SHM,Baru,-6.410704534584882,106.83318453820492,1182760154.0,kaggle,20.891116658361312
Jakarta Barat,349,552,2,1,2,1983,HGB,Butuh Renovasi,-6.195640802169738,106.71328329527302,4156329576.0,kaggle,22.147898208531014
Tangerang,196,224,2,1,2,1986,SHM,Baru,-6.119483717488098,106.93129429335126,1326199042.0,kaggle,21.005582825288165
Jakarta Barat,366,496,3,3,2,2018,SHM,Baru,-6.236238026765991,106.90308523215757,4412609136.0,kaggle,22.20773199249769
Jakarta Pusat,563,747,7,7,2,2006,SHM,Sedang,-6.199452494565616,106.79349466451532,7843837508.0,kaggle,22.78299402974213
Depok,373,625,7,7,1,2016,HGB,Baru,-6.183310589390996,106.96397039167007,3383319536.0,kaggle,21.942123176023795
Tangerang,339,624,4,3,0,1996,HGB,Sedang,-6.358015003906471,106.99226620473048,3262364857.0,kaggle,21.905718185902025
Jakarta Selatan,538,599,1,1,1,1989,SHM,Sedang,-6.434169629177925,106.85851323172166,6978030604.0,kaggle,22.666032565628576
Bogor,373,375,6,5,3,1983,SHM,Bagus,-6.449344539628291,106.86103293163018,2732664553.0,kaggle,21.728542997244755
Jakarta Selatan,585,652,1,1,0,2002,SHM,Bagus,-6.3272727509660935,106.7752043216364,7619688322.0,kaggle,22.754001303314997
Jakarta Barat,310,334,1,1,0,1993,HGB,Butuh Renovasi,-6.365487520130275,106.86704193151466,3289870065.0,kaggle,21.914113907326776
Jakarta Selatan,199,377,3,3,0,1984,SHM,Sedang,-6.428188796232785,106.82068554256796,3426082754.0,kaggle,21.954683391547857
Jakarta Pusat,478,618,3,2,1,1981,SHM,Bagus,-6.387165097627217,106.77670112861698,6769519281.0,kaggle,22.63569591425937
Bekasi,354,584,5,5,3,2003,HGB,Baru,-6.4064253856062185,106.70149926288764,3464852776.0,kaggle,21.965935980085323
Bogor,539,838,1,1,1,1997,HGB,Bagus,-6.12979256678392,106.76086651510693,3960377466.0,kaggle,22.099605177619637
Jakarta Selatan,422,584,7,6,3,2006,SHM,Baru,-6.400906475289291,106.74331348789686,6388547719.0,kaggle,22.57777280563982
Jakarta Selatan,529,658,7,6,1,2003,SHM,Bagus,-6.261823037604312,106.85345343505726,7910345862.0,kaggle,22.791437342548836
Jakarta Barat,525,770,1,1,1,2008,SHM,Sedang,-6.242412915710743,106.87253440696436,5912231076.0,kaggle,22.500289105924548
Bekasi,108,404,3,3,1,1990,SHM,Sedang,-6.259778689801978,106.87474295177792,1694643792.0,kaggle,21.25073840407146
Jakarta Timur,544,715,3,2,0,1997,SHM,Sedang,-6.4153302480244045,106.80421792033462,5911649682.0,kaggle,22.50019076359308
Jakarta Selatan,425,488,5,4,1,1983,Girik,Bagus,-6.338420573387307,106.81479351477935,5772257541.0,kaggle,22.47632909605875
Jakarta Pusat,330,360,5,4,3,2012,SHM,Bagus,-6.432055383637897,106.946956297485,4350895178.0,kaggle,22.193647449151364
Depok,404,450,2,1,3,1993,HGB,Sedang,-6.3115155300662895,106.83239450032548,3297241579.0,kaggle,21.91635207102382
Bogor,584,713,4,3,3,2023,SHM,Sedang,-6.383990374054943,106.99608746628388,4513842893.0,kaggle,22.230414710571257
Jakarta Selatan,222,331,1,1,0,2021,SHM,Sedang,-6.253428613350467,106.82067751360285,3369487346.0,kaggle,21.938026447186942
Jakarta Pusat,480,548,7,7,1,2011,HGB,Baru,-6.207517062152815,106.88786590227772,6279469351.0,kaggle,22.56055131576718
Jakarta Pusat,398,455,1,1,1,1983,HGB,Bagus,-6.263758048928352,106.6961161596779,5335078680.0,kaggle,22.397569469670103
Bogor,158,263,5,4,2,1999,Girik,Bagus,-6.298017156186011,106.88906877581402,1317334705.0,kaggle,20.99887637016743
Jakarta Timur,223,522,5,4,0,2000,SHM,Baru,-6.314433302700158,106.9524564462128,3406479853.0,kaggle,21.948945294172546
Jakarta Pusat,455,710,2,2,3,1982,SHM,Sedang,-6.155407881166049,106.98158650833064,6508110658.0,kaggle,22.596315029692757
Depok,287,457,4,4,3,2004,SHM,Bagus,-6.373221177227156,106.99914259572472,2610892775.0,kaggle,21.682958059562022
Jakarta Pusat,584,745,2,1,1,1983,SHM,Butuh Renovasi,-6.193023581164896,106.77029716660776,8010397117.0,kaggle,22.80400617457552
Jakarta Pusat,370,655,7,6,3,1990,SHM,Bagus,-6.184881186340959,106.86411842074423,5665946238.0,kaggle,22.45773974995815
Jakarta Pusat,127,197,4,3,1,1995,HGB,Bagus,-6.303279997455243,106.8242297553703,1977293133.0,kaggle,21.404994642273156
Jakarta Timur,565,819,6,6,1,2015,SHM,Sedang,-6.345944790271027,106.86042159378404,6492346792.0,kaggle,22.593889903687135
Jakarta Selatan,98,152,1,1,2,1985,HGB,Bagus,-6.285310479883909,106.73038494630076,1519972933.0,kaggle,21.14195836506711
Jakarta Pusat,547,549,2,1,0,2010,SHM,Sedang,-6.417375125937555,106.9539678632307,6653488813.0,kaggle,22.61840718772625
Bekasi,174,199,5,4,1,2019,HGB,Sedang,-6.433924488719819,106.97106206187028,1490728679.0,kaggle,21.122530884339145
Jakarta Selatan,220,345,2,2,1,1992,SHM,Butuh Renovasi,-6.410938880191838,106.82389173219616,3582628573.0,kaggle,21.999362606485256
Jakarta Timur,240,292,6,5,1,2002,SHM,Bagus,-6.384499238988221,106.76973755570354,2967143236.0,kaggle,21.810865453800297
Jakarta Utara,249,446,2,2,2,1983,HGB,Baru,-6.273538112881685,106.72506669684896,3097753174.0,kaggle,21.853942903397805
Jakarta Selatan,291,589,1,1,1,2016,SHM,Bagus,-6.152802177343607,106.8988047439289,5231204189.0,kaggle,22.37790733517447
Jakarta Selatan,170,357,6,5,0,2021,HGB,Sedang,-6.36752518380011,106.77991418867865,3147182914.0,kaggle,21.869773576949356
Tangerang,123,308,5,5,0,2016,SHM,Bagus,-6.122693296238627,106.97105234237227,1669117698.0,kaggle,21.235560999810705
Jakarta Barat,242,539,5,4,3,2023,HGB,Bagus,-6.115782231872749,106.89472399195036,3563073018.0,kaggle,21.993889217045215
Tangerang,164,367,3,3,0,2012,HGB,Baru,-6.114383388304178,106.88661930405576,2257668667.0,kaggle,21.537598554971623
Depok,38,48,6,5,3,2021,SHM,Bagus,-6.156853042863286,106.85900867708744,684022059.0,kaggle,20.343500726528745
Jakarta Barat,156,301,3,3,0,2008,SHM,Sedang,-6.322661235720798,106.6946484286172,2293516039.0,kaggle,21.55335186565483
Bogor,420,504,3,2,3,2016,SHM,Baru,-6.424560631149082,106.9782151794194,2798030263.0,kaggle,21.75218152942856
Bogor,73,172,1,1,1,1998,SHM,Bagus,-6.250913443881727,106.88093999785583,865000181.0,kaggle,20.578240275300754
Jakarta Timur,376,479,2,2,2,1999,SHM,Baru,-6.254461494621968,106.9980998346826,4054704885.0,kaggle,22.123143744060176
Jakarta Barat,56,101,5,4,2,2011,SHM,Sedang,-6.152508481511641,106.85195404952732,1082515735.0,kaggle,20.802553554455816
Jakarta Selatan,277,320,5,5,2,2023,SHM,Sedang,-6.101403132168863,106.90723548540998,3982835827.0,kaggle,22.105259922119174
Bogor,490,767,2,1,1,1995,Girik,Bagus,-6.272144942703949,106.6979870585172,3780730424.0,kaggle,22.053183062037583
Jakarta Pusat,338,518,5,5,2,1984,SHM,Baru,-6.329178589136076,106.8821555765835,5099477713.0,kaggle,22.35240396241292
Bekasi,104,290,2,1,0,1991,HGB,Baru,-6.384934400955307,106.92468787570893,1207051363.0,kaggle,20.91144633325164
Jakarta Selatan,164,277,6,5,3,2000,SHM,Bagus,-6.44832006131392,106.92912457435284,3151241288.0,kaggle,21.871062272162703
Depok,231,485,1,1,1,1993,HGB,Bagus,-6.271810207628892,106.9264357287137,2155642506.0,kaggle,21.491354663164877
Jakarta Pusat,175,204,1,1,2,2016,SHM,Bagus,-6.255568466654092,106.75241044073398,2692517563.0,kaggle,21.71374249027902
Jakarta Pusat,479,742,7,7,0,2001,SHM,Butuh Renovasi,-6.16127153206391,106.99212751283368,7244206534.0,kaggle,22.70346788774281
Jakarta Barat,318,415,1,1,0,2009,HGB,Butuh Renovasi,-6.273398061237519,106.99845827859998,3728295054.0,kaggle,22.03921687629241
Jakarta Timur,347,461,2,1,1,2002,Girik,Baru,-6.12923607796688,106.70419068005172,3939838915.0,kaggle,22.09440567515651
Depok,570,845,7,6,1,1984,SHM,Baru,-6.2301707831999975,106.97966285529976,4611734467.0,kaggle,22.251869863541387
Bogor,312,592,2,1,2,2008,HGB,Bagus,-6.155882316622621,106.7726237421774,2510819849.0,kaggle,21.643875170223144
Jakarta Barat,96,370,4,3,3,2009,HGB,Bagus,-6.398094392817288,106.90057090616033,2042865384.0,kaggle,21.437619259764205
Bogor,354,614,7,7,2,1997,Girik,Bagus,-6.150632354394189,106.78819549463556,2954647444.0,kaggle,21.80664517273409
Jakarta Barat,87,293,5,4,2,1980,SHM,Sedang,-6.213699650944653,106.9896813834794,1789140672.0,kaggle,21.3050012705784
Jakarta Barat,188,398,5,5,1,2018,Girik,Baru,-6.390418438646584,106.71248123465712,2838417693.0,kaggle,21.766512583853793
Jakarta Barat,346,560,4,4,2,1996,HGB,Sedang,-6.383582754648896,106.83927898142603,4488891420.0,kaggle,22.224871608661296
Jakarta Timur,579,618,4,3,2,1982,SHM,Bagus,-6.1257247833345225,106.81697529342146,5881486462.0,kaggle,22.495075366738387
Jakarta Barat,424,449,1,1,3,2021,SHM,Butuh Renovasi,-6.438724623842369,106.78432750472896,4420885967.0,kaggle,22.209605958198424
Jakarta Utara,583,609,4,4,0,1986,SHM,Sedang,-6.288112769846503,106.88657087708164,5678561193.0,kaggle,22.459963726675348
Bekasi,212,401,2,2,0,2006,SHM,Sedang,-6.340283648523064,106.72193783789494,2089732476.0,kaggle,21.46030189329484
Bogor,397,479,3,3,3,2007,HGB,Baru,-6.21722289600055,106.90933197380278,3199476186.0,kaggle,21.886252941790666
Jakarta Selatan,349,518,2,1,0,2023,HGB,Sedang,-6.156129714350852,106.99378947961752,5235193576.0,kaggle,22.378669658044668
Tangerang,132,298,7,7,2,2010,HGB,Baru,-6.3238676574552,106.93745878862995,1397153270.0,kaggle,21.057702625591027
Depok,248,435,4,4,3,1994,SHM,Sedang,-6.300584269437007,106.95520536093106,2448829792.0,kaggle,21.618876111888667
Jakarta Timur,172,340,5,4,3,1987,SHM,Baru,-6.106328775424505,106.79508375781728,2834954682.0,kaggle,21.765291789165918
Jakarta Selatan,41,329,2,2,1,1985,SHM,Baru,-6.175629221612279,106.783963714074,2010097914.0,kaggle,21.421449271761258
Jakarta Pusat,144,372,5,4,0,2007,HGB,Baru,-6.135978554173873,106.84545547350083,3111295010.0,kaggle,21.858304878717
Jakarta Utara,582,678,2,2,1,1983,SHM,Baru,-6.296433222771929,106.69463251672391,5670224480.0,kaggle,22.45849454490766
Tangerang,74,89,5,4,2,2009,SHM,Bagus,-6.36807332860556,106.98251460302608,1015770497.0,kaggle,20.738913272790935
Jakarta Selatan,460,738,6,6,3,2022,SHM,Butuh Renovasi,-6.305847787114742,106.7260112553652,7549789279.0,kaggle,22.74478548988408
